hurufKecil_fullText,cleaning_stemmed,sentiment
termasuk peta dunia. salah satu faktor penting mengapa memilih prabowo dalam kondisi konflik global seperti saat ini...,masuk peta dunia salah satu faktor penting pilih prabowo kondisi konflik global,negative
eh kalo boleh jujur mah yang bikin capek tuh opini macem oh paling ujungnya sama laki juga. inimah cuma main-main. mana bulan ini prabowo-gibran dilantik..... fak dis syit.............................,eh kalo jujur mah bikin capek tuh opini macem paling ujung sama laki inimah cuma mainmain mana bulan prabowogibran lantik fak dis syit,negative
saya &amp; @kyaimblebes mungkin tdk berharap lagi kpd kabinet indonesia mundur dan jkw unt me-realisasi-kan pembelian mesin2 pemanen padi ini. ttp keingkaran jkw akan kami ingat selamanya. harapan kami titipkan kpd mas @prabowo . jgn unt memenuhi janji jkw tetapi membantu petani. https://t.co/aqrw36bxvi,amp mungkin tdk harap kpd kabinet indonesia mundur jkw unt realisasi beli mesin panen padi ttp ingkar jkw ingat lama harap titip kpd mas jgn unt penuh janji jkw bantu tani,neutral
usai operasi kaki prabowo dicurigai punya penyakit lain yang sudah parah https://t.co/3is2lfo1vj,usai operasi kaki prabowo curiga punya sakit parah,negative
seru sih ya model2 begini jadi fun gitu lihatnya kemarin anies imin main slepet sarung sekarang prabowo gemoy begini kalo ganjar? yg terlihat malah para prmdukungnya yg tantrum tiap hari. wkwkwk https://t.co/vsn3lhstfi,seru sih model begini jadi fun gitu lihat kemarin anies imin main slepet sarung sekarang prabowo gemoy begini kalo ganjar yg lihat malah prmdukungnya yg tantrum tiap hari wkwkwk,negative
breaking news dalam rapat pimpinan (rapim) tni-polri markas besar (mabes) tni cilangkap jakarta hari ini jokowi mengangkat prabowo jadi jenderal tni atas kontribusinya pada tni dan indonesia. sebelumnya prabowo sudah diberhentikan secara terhormat pada 1998. https://t.co/uilemjun0s,breaking news rapat pimpin rapim tnipolri markas besar mabes tni cilangkap jakarta hari jokowi angkat prabowo jadi jenderal tni atas kontribusi tni indonesia belum prabowo henti hormat,negative
selama ini saya selalu yakin prabowo akan menang. entah satu atau dua putaran. tapi rentetan kejadian akhir ini memang mengindikasikan jika dua putaran prabowo bisa aja kalah. cawe nya jokowi udah ngga masuk akal sehat.,lama selalu yakin prabowo menang entah satu putar rentet jadi akhir memang indikasi putar prabowo aja kalah cawe nya jokowi udah ngga masuk akal sehat,negative
kalau pak prabowo jadi kemungkinan 2029 gibran naik jadi capres kalau dia menang pasti 2 periode sampai 2039 2039 itu kaesang men sampai 2049 begitu terus ya 2049 itu jan ethes masuk akal sih apa kata mas @notaslimboy sekarang aja sampai nekad merubah uu https://t.co/dblaboxstk,kalau pak prabowo jadi mungkin gibran naik jadi capres kalau menang periode kaesang men terus jan ethes masuk akal sih apa kata mas sekarang aja nekad rubah uu,negative
semoga indonesia di bawah pemerintahan prabowo - gibran bisa jauh lebih baik. sama seperti hal baik yang kita harapkan belum tentu terwujud demikian pula hal buruk yang kita takutkan belum tentu terjadi. yang terpenting integritas sebagai manusia tetap kita miliki. ️,moga indonesia bawah perintah prabowo gibran jauh lebih baik sama baik harap wujud buruk takut jadi penting integritas manusia tetap milik,positive
desak anies ini programnya bagus berguna buat calon pemilih mempelajari opini-opini capresnya. untuk capres lain mungkin bisa bikin juga mumpung masih ada waktu usul nama programnya buat pak ganjar: hajar ganjar buat pak prabowo: joget aja gapapa pak ,desak anies program bagus guna buat calon pilih ajar opiniopini capresnya capres mungkin bikin mumpung waktu usul nama program buat pak ganjar hajar ganjar buat pak prabowo joget aja gapapa pak,neutral
ibu megawati pak @sbyudhoyono pak @prabowo pak @pak_jk pak suryo paloh pak @cakiminow pak @aburizalbakrie pak @syaikhu_ahmad pak @agusyudhoyono pak @zul_hasan yth apa yg terjadi pada diri bpk dan ibu shg bpk/ibu hanya diam melihat dinasti jokowi bebas berbuat seenaknya?,ibu megawati pak pak pak jk pak suryo paloh pak pak pak ahmad pak pak hasan yth apa yg jadi diri bpk ibu shg bpkibu diam lihat dinasti jokowi bebas buat enak,positive
@makmummasjid setiap prabowo ngomong makan gratis satu helai rambut ganjar menghitam,prabowo ngomong makan gratis satu helai rambut ganjar hitam,neutral
antusiasme publik dukung prabowo-gibran sebagai presiden dan wakil presiden terpilih #dukungprabowogibran #suksesprabowogibran #prabowogibranmerakyat #prabowogibranberdedikasi #karyanyata https://t.co/uniaw3scoj,antusiasme publik dukung prabowogibran presiden wakil presiden pilih,negative
pertemuan megawati dan prabowo diperkirakan pada 10 oktober ? https://t.co/ilve2qmmlg https://t.co/jyhzqyzsv4,temu megawati prabowo kira oktober,neutral
menteri di kabinet prabowo bakal retret di magelang ini kata dasco https://t.co/4pqbuajlzt,menteri kabinet prabowo bakal retret magelang kata dasco,neutral
mantap pak anies sangat menunjukkan sikap negarawan sejati. pak prabowo sama sekali tidak menjawab pertanyaan pak anies soal perlindungan perempuan tapi pak anies tidak perlu menunjukkan gestur kurang sopan dalam menggali jawaban pak prabowo. hormat ,mantap pak anies sangat tunjuk sikap negarawan sejati pak prabowo sama sekali jawab tanya pak anies soal lindung perempuan pak anies perlu tunjuk gestur kurang sopan gali jawab pak prabowo hormat,negative
 gemoy? apa itu gemoy? - @prabowo. nambah lagi nih kerjaan admin dan kawan-kawan.,gemoy apa gemoy nambah nih kerja admin kawankawan,neutral
oalah pantes gedenya dukung prabowo,oalah pantes gede dukung prabowo,positive
baru denger soal invoice macet beberapa buzzer prabowo. ngeri.,baru denger soal invoice macet beberapa buzzer prabowo ngeri,negative
ave neohistorian! dalam waktu beberapa bulan republik indonesia akan memiliki presiden dan wakil presiden baru. menariknya @prabowo akan menjadi presiden tertua yang pernah dilantik dalam sejarah indonesia bersamaan dengan @gibran_tweet yang akan menjadi wakil presiden https://t.co/xlekc3xgnf,ave neohistorian waktu beberapa bulan republik indonesia milik presiden wakil presiden baru tarik jadi presiden tua pernah lantik sejarah indonesia sama tweet jadi wakil presiden,neutral
yth. bpk pres @jokowi sy terhenyak membaca artikel pak jk di kompas dua hari lalu. hilirisasi bpk yg jg jd narasi utama capres @prabowo &amp; @gibran_tweet dibantah seluruhnya oleh mantan wakil bapak dgn data terukur. siapa yg hrs kami percaya? @luhut_binsar @bahlillahadalia https://t.co/8dogzo3ecz,yth bpk pres sy henyak baca artikel pak jk kompas hari lalu hilir bpk yg jg jd narasi utama capres amp tweet ban seluruh mantan wakil bapak dgn data ukur siapa yg hrs percaya binsar,negative
santai kali. napa pada marah2. tugas kita kali ini bila nanti hasil real count pak prabowo memang dipastikan menang adalah mengawal perjalanan beliau. sebagai muslim juga dilarang mencela pemimpin.,santai kali napa marah tugas kali bila hasil real count pak prabowo memang pasti menang awal jalan beliau muslim larang cela pimpin,negative
tapi dari kiky saputri zarry handrik bli saka menurut gw paling kocak si dara dara itu di ig paling depan soal palestine tapi dukung prabowo yg bilang genosida di sana gara2 lemah militernya ekwkkwkwkwkwwk,kiky saputri zarry handrik bli saka gw paling kocak si dara dara ig paling depan soal palestine dukung prabowo yg bilang genosida sana gara lemah militer ekwkkwkwkwkwwk,negative
momen hangat ketua dpd ri temui prabowo #prabowo #dpd https://t.co/qm79b8tyfz,momen hangat ketua dpd ri temu prabowo,neutral
real count internal buktikan suara prabowo tidak mencapai 50% timnas amin yakin maju putaran dua! https://t.co/untpjugvzc,real count internal bukti suara prabowo capai timnas amin yakin maju putar,positive
ini beneran pak @prabowo ngga mau ambil pusing? saya sampai berharap ini hoax lho. sangat keji sadis brutal biadab kalau sampai pak @prabowo beneran ngga ambil pusing kita rakyat ngeri dengan keselamatan diri bapak 5 tahun ke depan. ingat brutus pak. bapaknya saja https://t.co/uyfigv8f8m,beneran pak ngga mau ambil pusing harap hoax lho sangat keji sadis brutal biadab kalau pak beneran ngga ambil pusing rakyat ngeri selamat diri bapak tahun depan ingat brutus pak bapak,negative
yang terhormat pak @prabowo. walau kami tak memilih bapak kami sangat menghargai dan menghormati kemenangan dan penetapan bapak sebagai presiden terpilih 2024-2029. kami tak sedikitpun berandai-andai bapak bersanding dng wakil presiden yang kami idolakan andaipun bapak https://t.co/ewgqivj9m2,hormat pak tak pilih bapak sangat harga hormat menang tetap bapak presiden pilih tak sedikit berandaiandai bapak sanding dng wakil presiden idola andai bapak,negative
di bawah kepemimpinan presiden bj habibie demokrasi kembali ke negeri ini. ia berani menghapus dominasi abri walau dapat perlawanan sana-sini. ia juga yang berani memecat seorang prabowo subianto disaat keadaan negara sedang genting. #utasmild #habibie https://t.co/abtq8h11x2,bawah pimpin presiden bj habibie demokrasi negeri berani hapus dominasi abri lawan sanasini berani pecat orang prabowo subianto saat ada negara sedang genting,negative
harapan terakhir: pak prabowo panjang umur ya pak pimpin negeri ini selama 5 thn kedepan pak jangan kasih peluang buat fufufantat jelek itu ,harap akhir pak prabowo panjang umur pak pimpin negeri lama thn depan pak jangan kasih peluang buat fufufantat jelek,positive
orang miskin yg nyoblos prabowo-gibran itu mau kalian apa sih ,orang miskin yg nyoblos prabowogibran mau kalian apa sih,negative
2014: saya tdk tahu rekam jejak jokowi tapi karena prabowo pernah menculik aktivis maka saya pilih jokowi. 2019: saya dukung jokowi karena tdk suka kepada watak prabowo. 2024: meski jokowi dukung prabowo saya tetap tdk dukung prabowo karena watak jokowi sudah mirip prabowo.,tdk tahu rekam jejak jokowi prabowo pernah culik aktivis pilih jokowi dukung jokowi tdk suka watak prabowo meski jokowi dukung prabowo tetap tdk dukung prabowo watak jokowi mirip prabowo,negative
prabowo akui keterbatasan anggaran program susu gratis disebut bisa diganti telur! hanya omon-omon! nyalain musiknya bray.. jogetin aja! ok gas... ok gas... https://t.co/aajsv1chxh,prabowo aku batas anggar program susu gratis sebut ganti telur omonomon nyalain musik bray jogetin aja gas gas,neutral
jokowi berkantor di ikn sampai pelantikan prabowo vina bebas puas eminem solaria rp 3.600.000 umur 25 struick awal bulan dikasih iphone salatiga https://t.co/shfnizaz2n,jokowi kantor ikn lantik prabowo vina bebas puas eminem solaria rp umur struick awal bulan kasih iphone salatiga,negative
 kepanikan yg luar biasa hebat dari para p3njil4t di lingkaran @prabowo agar pertemuan ibu mega dan pak prabowo tdk terjadi kalian pasti nangis di pojokan jika pertemuan tsb terjadi https://t.co/v3mpsvdbbq,panik yg luar biasa hebat pnjilt lingkar temu ibu mega pak prabowo tdk jadi kalian nang pojok temu tsb jadi,negative
lu banget itu ki dulu @psi_id kasih penghargaan kebohongan terlebay ke prabowo sekarang ngejilat ngarep jabatan iya kan https://t.co/csjjype5bf,lu banget ki dulu id kasih harga bohong terlebay prabowo sekarang ngejilat ngarep jabat iya kan,negative
jadi bagian tak terpisahkan dari pemenangan prabowo demokrat siap sukseskan pemerintahan ke depan. #ahy #demokrat #pemerintahan #prabowo https://t.co/lc0rlmdpzb,jadi bagi tak pisah menang prabowo demokrat siap sukses perintah depan,positive
menhan prabowo terima kunjungan pimpinan dpd ri sinergi membangun pertahanan negara https://t.co/zq4asjmhd0,menhan prabowo terima kunjung pimpin dpd ri sinergi bangun tahan negara,positive
menhan prabowo terima kunjungan pimpinan dpd ri sinergi membangun pertahanan negara. https://t.co/mbndujmchh,menhan prabowo terima kunjung pimpin dpd ri sinergi bangun tahan negara,positive
didampingi 3 wakilnya ketua dpd ri sultan bachtiar najamudin mengunjungi kantor prabowo subianto di kementerian pertahanan pada kamis sore. usai menemui prabowo sultan najamudin menegaskan bahwa dpd ri siap mendukung program-program kerja pemerintahan di kabinet mendatang. https://t.co/gz8mpwu08j,damping wakil ketua dpd ri sultan bachtiar najamudin unjung kantor prabowo subianto menteri tahan kamis sore usai temu prabowo sultan najamudin tegas dpd ri siap dukung programprogram kerja perintah kabinet datang,neutral
prabowo ogah dengar saran ahli pilih belajar langsung ke jokowi https://t.co/solqkbuodk,prabowo ogah dengar saran ahli pilih ajar langsung jokowi,negative
ketum pp muhammadiyah tanggapi kabar abdul mu'ti jadi menteri pendidikan di kabinet prabowo https://t.co/xp5jv3vbq1 #beritajogja #jogja #jogjaistimewa https://t.co/d5t1mh2gdo,tum pp muhammadiyah tanggap kabar abdul muti jadi menteri didik kabinet prabowo,neutral
sewaktu pak jokowi menang di 2019 tidak pernah terlintas untuk menyerang pendukung pak prabowo pada saat itu. mengancam karirnya akan habis memaki menyuruh pindah warga negara atau menghujat masalah pribadinya. kaget juga kalau beda pilihan bikin orang bisa semarah itu.,waktu pak jokowi menang pernah lintas serang dukung pak prabowo ancam karirnya habis maki suruh pindah warga negara hujat masalah pribadi kaget kalau beda pilih bikin orang marah,negative
heh tudung sajen. gak perlu pake nalar tinggi untuk memahami ucapan prabowo. gue tahu itu cuma gombalan kampanye. nanem singkong tumbuh jagung polybag. https://t.co/7luyfvinvr,heh tudung sajen gak perlu pake nalar tinggi paham ucap prabowo gue tahu cuma gombal kampanye nanem singkong tumbuh jagung polybag,negative
parah banget ndut @prabowo masa kamu diomongin gini sama wakilmu sendiri,parah banget ndut masa kamu diomongin gin sama wakil sendiri,positive
kalau pak prabowo berani terapkan wealth tax 2% maka prajogo harus bayar pajak rp 2 triliun per tahun kpd ri. wealth tax 2% diterapkan hnya pd warga dg aset kekayaan diatas rp 100 m. menerapkan wealth tax 2% jauh lbh ampuh drpd naikkan ppn. https://t.co/qq06sj7j1p,kalau pak prabowo berani terap wealth tax prajogo bayar pajak rp triliun per tahun kpd ri wealth tax terap hnya pd warga dg aset kaya atas rp m terap wealth tax jauh lbh ampuh drpd naik ppn,neutral
prabowo: hati-hati ketum partai banyak kader gerindra saya susupkan ke partai saudara #newsupdate #update #news #text https://t.co/azqxc3jj7x,prabowo hatihati tum partai banyak kader gerindra susup partai saudara,negative
tni al berkoordinasi sama kementerian pertahanan dan kementerian luar negeri terkait pengiriman kapal rumah sakit ke palestina buat bantu korban disana. nama kapal: (kri) dr radjiman wedyodiningrat-992. kata pak prabowo ini koordinasinya sama pemerintahan mesir. kemarin lusa https://t.co/4hxllpkn16,tni al koordinasi sama menteri tahan menteri luar negeri kait kirim kapal rumah sakit palestina buat bantu korban sana nama kapal kri dr radjiman wedyodiningrat kata pak prabowo koordinasi sama perintah mesir kemarin lusa,neutral
presiden joko widodo menginginkan pemerintahan prabowo-gibran mendapat dukungan mayoritas partai di dewan perwakilan rakyat. tak hanya membentuk koalisi besar jokowi pun disebut-sebut berencana memimpin persekutuan partai itu secara langsung. #majalahtempo https://t.co/fpkkn9gcys,presiden joko widodo ingin perintah prabowogibran dapat dukung mayoritas partai dewan wakil rakyat tak bentuk koalisi besar jokowi disebutsebut rencana pimpin sekutu partai langsung,positive
prabowo mengatakan memiliki banyak kesamaan dengan jokowi salah satunya memiliki visi yang sama yaitu bercita-cita membangun indonesia lebih baik. #indonesiakuat #indonesiamaju #terimakasihpakjokowi #kerjanyatajokowi #jokowimerakyat #jokowiberdedikasi #karyanyata https://t.co/kmm3hh5zhb,prabowo kata milik banyak sama jokowi salah satu milik visi sama bercitacita bangun indonesia lebih baik,positive
sejumlah siswa sdn nganjuk jatim keracunan makanan uji coba makan siang gratis prabowo-gibran https://t.co/g5fdr4mn7r https://t.co/g6pxuai6fw,jumlah siswa sdn nganjuk jatim racun makan uji coba makan siang gratis prabowogibran,neutral
